ticker,ltp_received_time,ltp_received_cpu,signal_generated_time,signal_generated_cpu,order_submitted_time,order_submitted_cpu,delta_signal,delta_signal_cpu,delta_order,delta_order_cpu
PLTR,8776.2,39370161.7,8850.7,39370644.8,,,74.5,483.1,,
ORCL,8776.2,39370161.7,8853.5,39370647.6,,,77.2,485.8,,
XOM,8776.2,39370161.7,8857.7,39370652.2,,,81.5,490.5,,
AMZN,8776.2,39370161.7,8862.5,39370657.0,,,86.3,495.3,,
AAPL,8776.2,39370161.7,8866.1,39370660.8,,,89.9,499.1,,
GOOG,8776.2,39370161.7,8870.6,39370665.3,,,94.4,503.6,,
NFLX,8776.2,39370161.7,8875.2,39370669.9,,,98.9,508.1,,
GOOGL,8887.0,39372793.3,8957.1,39373262.8,,,70.1,469.5,,
PLTR,8887.0,39372793.3,8959.8,39373265.5,,,72.8,472.3,,
ORCL,8887.0,39372793.3,8962.6,39373268.3,,,75.6,475.0,,
XOM,8887.0,39372793.3,8967.5,39373273.5,,,80.5,480.2,,
AMZN,8887.0,39372793.3,8972.3,39373278.3,,,85.3,485.0,,
AAPL,8887.0,39372793.3,8976.3,39373282.3,,,89.3,489.1,,
GOOG,8887.0,39372793.3,8982.2,39373288.2,,,95.2,494.9,,
NFLX,8887.0,39372793.3,8986.5,39373292.5,,,99.5,499.2,,
GOOGL,8998.4,39375423.3,9069.6,39375900.7,,,71.2,477.4,,
PLTR,8998.4,39375423.3,9072.3,39375903.4,,,73.9,480.1,,
ORCL,8998.4,39375423.3,9075.0,39375906.2,,,76.6,482.8,,
XOM,8998.4,39375423.3,9081.8,39375915.8,,,83.3,492.5,,
AMZN,8998.4,39375423.3,9085.6,39375919.7,,,87.1,496.3,,
AAPL,8998.4,39375423.3,9088.5,39375922.6,,,90.1,499.3,,
GOOG,8998.4,39375423.3,9093.9,39375928.0,,,95.5,504.7,,
NFLX,8998.4,39375423.3,9097.3,39375931.4,,,98.8,508.1,,
GOOGL,9107.6,39378051.3,9178.1,39378513.9,,,70.6,462.6,,
PLTR,9107.6,39378051.3,9180.8,39378516.5,,,73.2,465.2,,
ORCL,9107.6,39378051.3,9183.8,39378519.6,,,76.3,468.3,,
XOM,9107.6,39378051.3,9187.6,39378523.3,,,80.0,472.0,,
AMZN,9107.6,39378051.3,9192.8,39378528.7,,,85.3,477.4,,
AAPL,9107.6,39378051.3,9196.8,39378532.6,,,89.2,481.3,,
GOOG,9107.6,39378051.3,9200.0,39378535.8,,,92.4,484.5,,
NFLX,9107.6,39378051.3,9206.3,39378542.1,,,98.7,490.9,,
GOOGL,9217.7,39380672.2,9288.6,39381123.4,,,70.9,451.2,,
PLTR,9217.7,39380672.2,9291.3,39381126.2,,,73.6,454.0,,
ORCL,9217.7,39380672.2,9294.1,39381128.9,,,76.4,456.7,,
XOM,9217.7,39380672.2,9298.2,39381133.0,,,80.4,460.8,,
AMZN,9217.7,39380672.2,9303.1,39381137.9,,,85.4,465.7,,
AAPL,9217.7,39380672.2,9308.5,39381143.3,,,90.8,471.1,,
GOOG,9217.7,39380672.2,9312.8,39381147.6,,,95.1,475.4,,
NFLX,9217.7,39380672.2,9317.0,39381151.9,,,99.3,479.7,,
GOOGL,9328.6,39383275.7,9400.9,39383725.0,,,72.4,449.2,,
PLTR,9328.6,39383275.7,9403.5,39383727.5,,,74.9,451.8,,
ORCL,9328.6,39383275.7,9406.2,39383730.3,,,77.7,454.5,,
XOM,9328.6,39383275.7,9409.7,39383733.7,,,81.1,458.0,,
AMZN,9328.6,39383275.7,9415.5,39383739.5,,,86.9,463.8,,
AAPL,9328.6,39383275.7,9418.8,39383742.8,,,90.2,467.1,,
GOOG,9328.6,39383275.7,9423.6,39383747.7,,,95.0,471.9,,
NFLX,9328.6,39383275.7,9428.6,39383752.7,,,100.1,476.9,,
GOOGL,9438.9,39385887.4,9510.5,39386337.9,,,71.6,450.5,,
PLTR,9438.9,39385887.4,9513.2,39386340.6,,,74.3,453.2,,
ORCL,9438.9,39385887.4,9515.9,39386343.3,,,77.0,455.9,,
XOM,9438.9,39385887.4,9519.4,39386346.9,,,80.5,459.5,,
AMZN,9438.9,39385887.4,9525.5,39386353.0,,,86.7,465.6,,
AAPL,9438.9,39385887.4,9529.0,39386356.4,,,90.1,469.1,,
GOOG,9438.9,39385887.4,9533.9,39386361.4,,,95.0,474.0,,
NFLX,9438.9,39385887.4,9538.8,39386366.3,,,99.9,478.9,,
GOOGL,9549.0,39388491.4,9621.2,39388950.2,,,72.3,458.8,,
PLTR,9549.0,39388491.4,9623.9,39388952.8,,,74.9,461.4,,
ORCL,9549.0,39388491.4,9626.6,39388955.6,,,77.7,464.2,,
XOM,9549.0,39388491.4,9630.0,39388959.0,,,81.1,467.6,,
AMZN,9549.0,39388491.4,9635.8,39388964.8,,,86.8,473.3,,
AAPL,9549.0,39388491.4,9639.3,39388968.3,,,90.4,476.9,,
GOOG,9549.0,39388491.4,9643.3,39388972.3,,,94.4,480.9,,
NFLX,9549.0,39388491.4,9649.0,39388977.9,,,100.0,486.5,,
GOOGL,9660.3,39391102.7,9731.6,39391563.4,,,71.3,460.7,,
PLTR,9660.3,39391102.7,9734.3,39391566.2,,,74.1,463.5,,
ORCL,9660.3,39391102.7,9737.2,39391569.1,,,77.0,466.3,,
XOM,9660.3,39391102.7,9742.9,39391574.8,,,82.7,472.1,,
AMZN,9660.3,39391102.7,9746.9,39391578.8,,,86.7,476.1,,
AAPL,9660.3,39391102.7,9750.1,39391582.0,,,89.9,479.3,,
GOOG,9660.3,39391102.7,9753.3,39391585.2,,,93.1,482.5,,
NFLX,9660.3,39391102.7,9759.8,39391591.7,,,99.6,489.0,,
GOOGL,9771.7,39393712.9,9845.0,39394166.3,,,73.3,453.4,,
PLTR,9771.7,39393712.9,9847.7,39394169.0,,,76.0,456.1,,
ORCL,9771.7,39393712.9,9850.5,39394171.8,,,78.8,458.9,,
XOM,9771.7,39393712.9,9855.9,39394177.3,,,84.2,464.4,,
AMZN,9771.7,39393712.9,9860.1,39394181.5,,,88.4,468.6,,
AAPL,9771.7,39393712.9,9863.5,39394184.9,,,91.8,472.0,,
GOOG,9771.7,39393712.9,9868.1,39394189.5,,,96.4,476.6,,
NFLX,9771.7,39393712.9,9873.1,39394194.5,,,101.4,481.7,,
GOOGL,9884.9,39396331.4,9956.6,39396804.5,,,71.6,473.1,,
PLTR,9884.9,39396331.4,9959.3,39396807.2,,,74.4,475.8,,
ORCL,9884.9,39396331.4,9962.1,39396810.2,,,77.2,478.8,,
XOM,9884.9,39396331.4,9967.5,39396815.5,,,82.6,484.1,,
AMZN,9884.9,39396331.4,9971.8,39396819.9,,,86.9,488.5,,
AAPL,9884.9,39396331.4,9975.6,39396823.8,,,90.6,492.4,,
GOOG,9884.9,39396331.4,9981.1,39396829.3,,,96.2,497.9,,
NFLX,9884.9,39396331.4,9984.8,39396833.1,,,99.9,501.7,,
GOOGL,9995.5,39398962.1,10066.6,39399414.0,,,71.2,452.0,,
PLTR,9995.5,39398962.1,10069.5,39399417.5,,,74.0,455.4,,
ORCL,9995.5,39398962.1,10072.5,39399420.6,,,77.1,458.5,,
XOM,9995.5,39398962.1,10078.2,39399426.2,,,82.7,464.2,,
AMZN,9995.5,39398962.1,10081.5,39399429.5,,,86.0,467.5,,
AAPL,9995.5,39398962.1,10085.1,39399433.2,,,89.7,471.1,,
GOOG,9995.5,39398962.1,10091.0,39399439.0,,,95.5,477.0,,
NFLX,9995.5,39398962.1,10095.2,39399443.2,,,99.7,481.2,,
GOOGL,10106.1,39401572.6,10177.7,39402036.0,,,71.6,463.5,,
PLTR,10106.1,39401572.6,10180.2,39402038.5,,,74.1,466.0,,
ORCL,10106.1,39401572.6,10183.0,39402041.3,,,76.9,468.8,,
XOM,10106.1,39401572.6,10186.5,39402044.8,,,80.4,472.3,,
AMZN,10106.1,39401572.6,10192.9,39402051.2,,,86.8,478.7,,
AAPL,10106.1,39401572.6,10197.0,39402055.4,,,90.9,482.8,,
GOOG,10106.1,39401572.6,10202.5,39402060.9,,,96.4,488.3,,
NFLX,10106.1,39401572.6,10207.1,39402065.4,,,101.0,492.9,,
GOOGL,10218.4,39404192.8,10287.7,39404643.4,,,69.3,450.5,,
PLTR,10218.4,39404192.8,10290.3,39404646.0,,,71.9,453.2,,
ORCL,10218.4,39404192.8,10293.1,39404648.8,,,74.7,456.0,,
XOM,10218.4,39404192.8,10297.1,39404652.8,,,78.7,460.0,,
AMZN,10218.4,39404192.8,10302.3,39404658.0,,,83.9,465.2,,
AAPL,10218.4,39404192.8,10305.8,39404661.5,,,87.4,468.7,,
GOOG,10218.4,39404192.8,10309.4,39404665.2,,,91.0,472.4,,
NFLX,10218.4,39404192.8,10314.1,39404669.9,,,95.7,477.1,,
GOOGL,10324.8,39406792.1,10396.1,39407245.3,,,71.3,453.1,,
PLTR,10324.8,39406792.1,10398.7,39407247.8,,,73.9,455.7,,
ORCL,10324.8,39406792.1,10401.6,39407250.7,,,76.8,458.6,,
XOM,10324.8,39406792.1,10405.5,39407254.6,,,80.7,462.5,,
AMZN,10324.8,39406792.1,10411.3,39407260.4,,,86.5,468.3,,
AAPL,10324.8,39406792.1,10415.1,39407264.2,,,90.2,472.1,,
GOOG,10324.8,39406792.1,10419.9,39407269.1,,,95.1,477.0,,
NFLX,10324.8,39406792.1,10424.7,39407273.9,,,99.9,481.7,,
GOOGL,10436.5,39409401.7,10508.6,39409857.9,,,72.0,456.1,,
PLTR,10436.5,39409401.7,10511.3,39409860.6,,,74.8,458.8,,
ORCL,10436.5,39409401.7,10514.1,39409863.4,,,77.6,461.7,,
XOM,10436.5,39409401.7,10519.4,39409868.7,,,82.8,466.9,,
AMZN,10436.5,39409401.7,10523.5,39409872.8,,,86.9,471.0,,
AAPL,10436.5,39409401.7,10526.3,39409875.6,,,89.7,473.8,,
GOOG,10436.5,39409401.7,10529.3,39409878.6,,,92.8,476.9,,
NFLX,10436.5,39409401.7,10535.2,39409884.5,,,98.6,482.7,,
GOOGL,10546.7,39412013.8,10618.6,39412482.2,,,71.9,468.5,,
PLTR,10546.7,39412013.8,10621.2,39412484.8,,,74.5,471.0,,
ORCL,10546.7,39412013.8,10624.0,39412487.6,,,77.3,473.8,,
XOM,10546.7,39412013.8,10628.1,39412491.7,,,81.4,477.9,,
AMZN,10546.7,39412013.8,10635.2,39412498.8,,,88.5,485.1,,
AAPL,10546.7,39412013.8,10639.7,39412503.3,,,93.0,489.6,,
GOOG,10546.7,39412013.8,10645.6,39412509.2,,,98.9,495.4,,
NFLX,10546.7,39412013.8,10650.1,39412513.7,,,103.4,499.9,,
GOOGL,10661.7,39414644.4,10733.2,39415110.6,,,71.5,466.3,,
PLTR,10661.7,39414644.4,10735.9,39415113.3,,,74.2,469.0,,
ORCL,10661.7,39414644.4,10738.6,39415116.1,,,76.9,471.7,,
XOM,10661.7,39414644.4,10744.3,39415122.0,,,82.6,477.7,,
AMZN,10661.7,39414644.4,10749.0,39415126.7,,,87.3,482.4,,
AAPL,10661.7,39414644.4,10752.8,39415130.6,,,91.1,486.2,,
GOOG,10661.7,39414644.4,10758.1,39415135.9,,,96.4,491.6,,
NFLX,10661.7,39414644.4,10761.9,39415139.6,,,100.2,495.3,,
GOOGL,10773.2,39417264.1,10842.6,39417727.5,,,69.5,463.4,,
PLTR,10773.2,39417264.1,10845.4,39417730.2,,,72.2,466.1,,
ORCL,10773.2,39417264.1,10848.4,39417733.2,,,75.2,469.1,,
XOM,10773.2,39417264.1,10854.6,39417739.4,,,81.4,475.4,,
AMZN,10773.2,39417264.1,10858.8,39417743.6,,,85.6,479.6,,
AAPL,10773.2,39417264.1,10863.0,39417747.9,,,89.9,483.8,,
GOOG,10773.2,39417264.1,10868.5,39417753.3,,,95.3,489.3,,
NFLX,10773.2,39417264.1,10871.7,39417756.5,,,98.5,492.5,,
GOOGL,10883.4,39419883.9,10955.0,39420357.4,,,71.6,473.5,,
PLTR,10883.4,39419883.9,10957.8,39420360.2,,,74.3,476.3,,
ORCL,10883.4,39419883.9,10960.5,39420363.0,,,77.1,479.1,,
XOM,10883.4,39419883.9,10966.3,39420368.8,,,82.9,484.9,,
AMZN,10883.4,39419883.9,10970.2,39420372.7,,,86.8,488.8,,
AAPL,10883.4,39419883.9,10973.8,39420376.3,,,90.4,492.4,,
GOOG,10883.4,39419883.9,10978.4,39420380.9,,,95.0,497.0,,
NFLX,10883.4,39419883.9,10983.0,39420385.5,,,99.6,501.6,,
GOOGL,10995.1,39422514.3,11066.7,39422980.2,,,71.7,466.0,,
PLTR,10995.1,39422514.3,11069.2,39422982.8,,,74.2,468.5,,
ORCL,10995.1,39422514.3,11072.0,39422985.5,,,76.9,471.3,,
XOM,10995.1,39422514.3,11075.2,39422988.8,,,80.2,474.5,,
AMZN,10995.1,39422514.3,11081.3,39422994.9,,,86.3,480.6,,
AAPL,10995.1,39422514.3,11085.2,39422998.8,,,90.1,484.5,,
GOOG,10995.1,39422514.3,11089.5,39423003.2,,,94.4,488.9,,
NFLX,10995.1,39422514.3,11094.0,39423007.7,,,98.9,493.4,,
GOOGL,11104.8,39425133.3,11174.9,39425585.1,,,70.1,451.8,,
PLTR,11104.8,39425133.3,11177.5,39425587.7,,,72.7,454.4,,
ORCL,11104.8,39425133.3,11180.4,39425590.6,,,75.5,457.2,,
XOM,11104.8,39425133.3,11183.7,39425593.9,,,78.8,460.6,,
AMZN,11104.8,39425133.3,11189.7,39425600.0,,,84.9,466.6,,
AAPL,11104.8,39425133.3,11193.4,39425603.6,,,88.6,470.3,,
GOOG,11104.8,39425133.3,11196.5,39425606.7,,,91.7,473.4,,
NFLX,11104.8,39425133.3,11202.2,39425612.4,,,97.3,479.1,,
GOOGL,11213.8,39427743.8,11285.6,39428206.5,,,71.8,462.7,,
PLTR,11213.8,39427743.8,11288.3,39428209.2,,,74.5,465.4,,
ORCL,11213.8,39427743.8,11291.1,39428211.9,,,77.2,468.1,,
XOM,11213.8,39427743.8,11296.3,39428217.1,,,82.5,473.4,,
AMZN,11213.8,39427743.8,11300.9,39428221.7,,,87.0,477.9,,
AAPL,11213.8,39427743.8,11304.7,39428225.6,,,90.9,481.8,,
GOOG,11213.8,39427743.8,11309.6,39428230.4,,,95.7,486.7,,
NFLX,11213.8,39427743.8,11313.8,39428234.6,,,99.9,490.9,,
GOOGL,11323.8,39430363.4,11394.5,39430826.4,,,70.7,463.0,,
PLTR,11323.8,39430363.4,11397.2,39430829.1,,,73.4,465.7,,
ORCL,11323.8,39430363.4,11400.0,39430831.9,,,76.2,468.5,,
XOM,11323.8,39430363.4,11406.0,39430840.4,,,82.2,477.0,,
AMZN,11323.8,39430363.4,11410.5,39430844.9,,,86.7,481.5,,
AAPL,11323.8,39430363.4,11416.0,39430850.4,,,92.1,487.0,,
GOOG,11323.8,39430363.4,11419.0,39430853.5,,,95.2,490.1,,
NFLX,11323.8,39430363.4,11422.8,39430857.2,,,99.0,493.8,,
GOOGL,11434.3,39432985.6,11505.5,39433456.9,,,71.1,471.3,,
PLTR,11434.3,39432985.6,11508.0,39433459.4,,,73.7,473.8,,
ORCL,11434.3,39432985.6,11510.7,39433462.1,,,76.4,476.5,,
XOM,11434.3,39432985.6,11514.2,39433465.7,,,79.9,480.1,,
AMZN,11434.3,39432985.6,11520.7,39433472.1,,,86.3,486.6,,
AAPL,11434.3,39432985.6,11524.6,39433476.0,,,90.2,490.5,,
GOOG,11434.3,39432985.6,11529.8,39433481.3,,,95.5,495.8,,
NFLX,11434.3,39432985.6,11534.0,39433485.6,,,99.7,500.0,,
GOOGL,11545.8,39435623.5,11616.2,39436085.8,,,70.4,462.3,,
PLTR,11545.8,39435623.5,11618.8,39436088.4,,,73.0,465.0,,
ORCL,11545.8,39435623.5,11621.6,39436091.2,,,75.8,467.8,,
XOM,11545.8,39435623.5,11628.8,39436098.9,,,83.0,475.5,,
AMZN,11545.8,39435623.5,11632.3,39436102.5,,,86.5,479.0,,
AAPL,11545.8,39435623.5,11636.9,39436107.1,,,91.1,483.6,,
GOOG,11545.8,39435623.5,11642.3,39436112.5,,,96.5,489.1,,
NFLX,11545.8,39435623.5,11645.5,39436115.7,,,99.7,492.3,,
GOOGL,11656.9,39438246.0,11727.4,39438722.7,,,70.5,476.7,,
PLTR,11656.9,39438246.0,11730.1,39438725.4,,,73.2,479.4,,
ORCL,11656.9,39438246.0,11732.9,39438728.1,,,75.9,482.1,,
XOM,11656.9,39438246.0,11738.2,39438733.5,,,81.3,487.5,,
AMZN,11656.9,39438246.0,11742.2,39438737.5,,,85.3,491.5,,
AAPL,11656.9,39438246.0,11746.2,39438741.5,,,89.3,495.5,,
GOOG,11656.9,39438246.0,11751.4,39438746.7,,,94.5,500.7,,
NFLX,11656.9,39438246.0,11755.1,39438750.4,,,98.2,504.4,,
GOOGL,11766.8,39440883.3,11836.2,39441366.3,,,69.4,483.0,,
PLTR,11766.8,39440883.3,11839.0,39441369.1,,,72.2,485.8,,
ORCL,11766.8,39440883.3,11841.8,39441371.9,,,75.0,488.6,,
XOM,11766.8,39440883.3,11847.6,39441378.0,,,80.8,494.7,,
AMZN,11766.8,39440883.3,11850.8,39441381.2,,,84.0,497.8,,
AAPL,11766.8,39440883.3,11853.8,39441384.2,,,87.0,500.8,,
GOOG,11766.8,39440883.3,11857.6,39441388.1,,,90.8,504.7,,
NFLX,11766.8,39440883.3,11863.0,39441393.5,,,96.3,510.2,,
GOOGL,11873.3,39443526.8,11943.3,39443985.5,,,70.0,458.7,,
PLTR,11873.3,39443526.8,11946.0,39443988.1,,,72.7,461.4,,
ORCL,11873.3,39443526.8,11948.7,39443990.8,,,75.4,464.1,,
XOM,11873.3,39443526.8,11953.2,39443995.4,,,80.0,468.7,,
AMZN,11873.3,39443526.8,11958.0,39444000.4,,,84.8,473.7,,
AAPL,11873.3,39443526.8,11961.6,39444004.1,,,88.3,477.3,,
GOOG,11873.3,39443526.8,11966.5,39444009.1,,,93.3,482.3,,
NFLX,11873.3,39443526.8,11970.4,39444012.9,,,97.1,486.1,,
GOOGL,11981.6,39446140.8,12052.1,39446603.7,,,70.5,462.8,,
PLTR,11981.6,39446140.8,12054.7,39446606.3,,,73.2,465.5,,
ORCL,11981.6,39446140.8,12057.5,39446609.1,,,76.0,468.3,,
XOM,11981.6,39446140.8,12062.8,39446614.7,,,81.3,473.8,,
AMZN,11981.6,39446140.8,12067.3,39446620.0,,,85.7,479.1,,
AAPL,11981.6,39446140.8,12072.0,39446624.7,,,90.4,483.8,,
GOOG,11981.6,39446140.8,12076.6,39446629.3,,,95.1,488.5,,
NFLX,11981.6,39446140.8,12080.2,39446633.0,,,98.7,492.1,,
GOOGL,12091.1,39448753.8,12161.4,39449215.5,,,70.3,461.7,,
PLTR,12091.1,39448753.8,12164.1,39449218.2,,,73.0,464.4,,
ORCL,12091.1,39448753.8,12166.8,39449221.0,,,75.7,467.1,,
XOM,12091.1,39448753.8,12172.2,39449226.3,,,81.1,472.5,,
AMZN,12091.1,39448753.8,12176.4,39449230.5,,,85.3,476.7,,
AAPL,12091.1,39448753.8,12179.4,39449233.5,,,88.3,479.7,,
GOOG,12091.1,39448753.8,12184.1,39449238.3,,,93.0,484.4,,
NFLX,12091.1,39448753.8,12189.0,39449243.4,,,97.8,489.6,,
GOOGL,12200.3,39451366.1,12271.4,39451847.1,,,71.0,481.0,,
PLTR,12200.3,39451366.1,12274.0,39451849.7,,,73.6,483.6,,
ORCL,12200.3,39451366.1,12276.7,39451852.5,,,76.4,486.4,,
XOM,12200.3,39451366.1,12280.0,39451855.8,,,79.7,489.7,,
AMZN,12200.3,39451366.1,12285.6,39451861.4,,,85.3,495.3,,
AAPL,12200.3,39451366.1,12289.0,39451864.8,,,88.7,498.7,,
GOOG,12200.3,39451366.1,12293.2,39451869.0,,,92.9,502.9,,
NFLX,12200.3,39451366.1,12298.5,39451874.3,,,98.1,508.2,,
GOOGL,12309.9,39454001.8,12383.4,39454468.5,,,73.5,466.7,,
PLTR,12309.9,39454001.8,12386.1,39454471.2,,,76.1,469.4,,
ORCL,12309.9,39454001.8,12388.9,39454474.0,,,78.9,472.2,,
XOM,12309.9,39454001.8,12393.6,39454478.8,,,83.7,477.0,,
AMZN,12309.9,39454001.8,12397.6,39454482.7,,,87.6,480.9,,
AAPL,12309.9,39454001.8,12402.7,39454487.8,,,92.8,486.0,,
GOOG,12309.9,39454001.8,12407.7,39454492.8,,,97.7,491.0,,
NFLX,12309.9,39454001.8,12412.5,39454497.6,,,102.5,495.8,,
GOOGL,12423.7,39456615.4,12494.7,39457067.0,,,71.0,451.7,,
PLTR,12423.7,39456615.4,12497.3,39457069.7,,,73.7,454.3,,
ORCL,12423.7,39456615.4,12500.1,39457072.4,,,76.4,457.1,,
XOM,12423.7,39456615.4,12503.4,39457075.7,,,79.7,460.4,,
AMZN,12423.7,39456615.4,12508.4,39457080.8,,,84.8,465.4,,
AAPL,12423.7,39456615.4,12512.4,39457084.7,,,88.7,469.4,,
GOOG,12423.7,39456615.4,12516.3,39457088.7,,,92.6,473.3,,
NFLX,12423.7,39456615.4,12521.7,39457094.1,,,98.0,478.7,,
