ticker,ltp_received_time,ltp_received_cpu,signal_generated_time,signal_generated_cpu,order_submitted_time,order_submitted_cpu,delta_signal,delta_signal_cpu,delta_order,delta_order_cpu
XOM,16157.9,39545300.2,16238.6,39545766.5,,,80.7,466.3,,
AMZN,16157.9,39545300.2,16243.2,39545771.1,,,85.3,470.9,,
AAPL,16157.9,39545300.2,16247.9,39545775.8,,,90.0,475.6,,
GOOG,16157.9,39545300.2,16251.0,39545779.0,,,93.0,478.7,,
NFLX,16157.9,39545300.2,16257.1,39545785.1,16265.0,39546021.3,99.2,484.9,107.1,721.1
GOOGL,16292.3,39548272.1,16362.0,39548723.4,,,69.7,451.4,,
PLTR,16292.3,39548272.1,16364.8,39548726.2,,,72.4,454.1,,
ORCL,16292.3,39548272.1,16368.1,39548729.6,,,75.8,457.5,,
XOM,16292.3,39548272.1,16372.1,39548733.6,,,79.8,461.5,,
AMZN,16292.3,39548272.1,16377.9,39548739.4,,,85.5,467.3,,
AAPL,16292.3,39548272.1,16381.1,39548742.6,,,88.8,470.6,,
GOOG,16292.3,39548272.1,16385.2,39548746.8,,,92.8,474.7,,
GOOGL,16396.7,39550873.6,16468.4,39551326.4,,,71.7,452.9,,
PLTR,16396.7,39550873.6,16471.1,39551329.1,,,74.4,455.5,,
ORCL,16396.7,39550873.6,16474.1,39551332.2,,,77.4,458.7,,
XOM,16396.7,39550873.6,16479.7,39551337.8,,,83.0,464.3,,
AMZN,16396.7,39550873.6,16483.2,39551341.4,,,86.5,467.9,,
AAPL,16396.7,39550873.6,16486.3,39551344.5,,,89.6,471.0,,
GOOG,16396.7,39550873.6,16489.6,39551348.0,,,92.9,474.4,,
GOOGL,16500.6,39553474.6,16572.3,39553934.3,,,71.7,459.7,,
PLTR,16500.6,39553474.6,16575.0,39553937.0,,,74.4,462.4,,
ORCL,16500.6,39553474.6,16577.7,39553939.8,,,77.1,465.2,,
XOM,16500.6,39553474.6,16582.9,39553944.9,,,82.3,470.4,,
AMZN,16500.6,39553474.6,16587.7,39553949.8,,,87.1,475.2,,
AAPL,16500.6,39553474.6,16591.3,39553953.5,,,90.8,478.9,,
GOOG,16500.6,39553474.6,16595.9,39553958.0,,,95.3,483.4,,
GOOGL,16607.8,39556082.9,16678.3,39556546.6,,,70.6,463.6,,
PLTR,16607.8,39556082.9,16681.0,39556549.3,,,73.3,466.3,,
ORCL,16607.8,39556082.9,16683.9,39556552.1,,,76.1,469.2,,
XOM,16607.8,39556082.9,16688.0,39556556.3,,,80.2,473.3,,
AMZN,16607.8,39556082.9,16693.1,39556561.4,,,85.4,478.5,,
AAPL,16607.8,39556082.9,16698.3,39556566.6,,,90.5,483.6,,
GOOG,16607.8,39556082.9,16702.6,39556570.8,,,94.8,487.9,,
GOOGL,16711.6,39558688.7,16786.9,39559143.0,,,75.3,454.3,,
PLTR,16711.6,39558688.7,16790.0,39559146.2,,,78.4,457.4,,
ORCL,16711.6,39558688.7,16793.0,39559149.2,,,81.4,460.5,,
XOM,16711.6,39558688.7,16797.0,39559153.2,,,85.4,464.4,,
AMZN,16711.6,39558688.7,16802.5,39559158.7,,,90.9,470.0,,
AAPL,16711.6,39558688.7,16806.3,39559162.6,,,94.7,473.8,,
GOOG,16711.6,39558688.7,16809.5,39559165.8,,,97.9,477.0,,
GOOGL,16820.7,39561281.7,16892.5,39561742.8,,,71.7,461.2,,
PLTR,16820.7,39561281.7,16895.1,39561745.5,,,74.4,463.8,,
ORCL,16820.7,39561281.7,16897.9,39561748.3,,,77.1,466.6,,
XOM,16820.7,39561281.7,16900.6,39561751.1,,,79.9,469.4,,
AMZN,16820.7,39561281.7,16905.6,39561756.3,,,84.9,474.7,,
AAPL,16820.7,39561281.7,16909.4,39561760.2,,,88.7,478.5,,
GOOG,16820.7,39561281.7,16912.7,39561763.5,,,92.0,481.8,,
GOOGL,16922.8,39563888.6,16994.5,39564352.9,,,71.7,464.3,,
PLTR,16922.8,39563888.6,16997.2,39564355.6,,,74.4,467.0,,
ORCL,16922.8,39563888.6,17000.0,39564358.4,,,77.2,469.8,,
XOM,16922.8,39563888.6,17003.0,39564361.4,,,80.2,472.8,,
AMZN,16922.8,39563888.6,17007.2,39564365.6,,,84.4,477.0,,
AAPL,16922.8,39563888.6,17012.0,39564370.4,,,89.2,481.8,,
GOOG,16922.8,39563888.6,17015.6,39564374.0,,,92.7,485.4,,
GOOGL,17026.8,39566490.5,17097.4,39566942.5,,,70.5,451.9,,
PLTR,17026.8,39566490.5,17100.1,39566945.2,,,73.2,454.6,,
ORCL,17026.8,39566490.5,17102.8,39566947.9,,,76.0,457.4,,
XOM,17026.8,39566490.5,17105.5,39566950.6,,,78.7,460.0,,
AMZN,17026.8,39566490.5,17112.1,39566957.2,,,85.3,466.7,,
AAPL,17026.8,39566490.5,17117.8,39566963.1,,,91.0,472.5,,
GOOG,17026.8,39566490.5,17120.7,39566966.0,,,93.9,475.5,,
GOOGL,17132.5,39569090.8,17203.2,39569542.8,,,70.8,452.0,,
PLTR,17132.5,39569090.8,17205.9,39569545.4,,,73.4,454.7,,
ORCL,17132.5,39569090.8,17208.6,39569548.2,,,76.2,457.4,,
XOM,17132.5,39569090.8,17211.5,39569551.0,,,79.0,460.2,,
AMZN,17132.5,39569090.8,17218.1,39569557.7,,,85.7,466.9,,
AAPL,17132.5,39569090.8,17223.2,39569562.7,,,90.7,472.0,,
GOOG,17132.5,39569090.8,17226.2,39569565.7,,,93.7,474.9,,
GOOGL,17238.1,39571689.9,17309.5,39572141.2,,,71.4,451.3,,
PLTR,17238.1,39571689.9,17312.0,39572143.7,,,73.9,453.9,,
ORCL,17238.1,39571689.9,17314.8,39572146.6,,,76.7,456.7,,
XOM,17238.1,39571689.9,17317.6,39572149.3,,,79.5,459.5,,
AMZN,17238.1,39571689.9,17321.2,39572153.0,,,83.1,463.1,,
AAPL,17238.1,39571689.9,17326.4,39572158.2,,,88.3,468.3,,
GOOG,17238.1,39571689.9,17330.8,39572162.7,,,92.7,472.8,,
GOOGL,17342.4,39574290.2,17414.7,39574753.8,,,72.3,463.6,,
PLTR,17342.4,39574290.2,17417.2,39574756.4,,,74.9,466.1,,
ORCL,17342.4,39574290.2,17420.1,39574759.2,,,77.7,469.0,,
XOM,17342.4,39574290.2,17422.8,39574761.9,,,80.4,471.7,,
AMZN,17342.4,39574290.2,17427.4,39574766.6,,,85.0,476.4,,
AAPL,17342.4,39574290.2,17432.8,39574772.0,,,90.4,481.8,,
GOOG,17342.4,39574290.2,17436.6,39574775.9,,,94.2,485.6,,
GOOGL,17448.0,39576890.3,17520.1,39577372.5,,,72.1,482.2,,
PLTR,17448.0,39576890.3,17522.8,39577375.1,,,74.8,484.8,,
ORCL,17448.0,39576890.3,17525.6,39577377.9,,,77.6,487.6,,
XOM,17448.0,39576890.3,17528.4,39577380.8,,,80.4,490.5,,
AMZN,17448.0,39576890.3,17533.4,39577385.7,,,85.3,495.4,,
AAPL,17448.0,39576890.3,17538.6,39577390.9,,,90.6,500.7,,
GOOG,17448.0,39576890.3,17542.2,39577394.5,,,94.1,504.3,,
GOOGL,17553.5,39579522.9,17624.3,39579973.1,,,70.8,450.3,,
PLTR,17553.5,39579522.9,17626.8,39579975.7,,,73.4,452.8,,
ORCL,17553.5,39579522.9,17629.7,39579978.5,,,76.2,455.7,,
XOM,17553.5,39579522.9,17632.6,39579981.5,,,79.2,458.6,,
AMZN,17553.5,39579522.9,17636.4,39579985.2,,,82.9,462.4,,
AAPL,17553.5,39579522.9,17640.9,39579989.8,,,87.5,466.9,,
GOOG,17553.5,39579522.9,17645.6,39579994.6,,,92.1,471.7,,
GOOGL,17653.4,39582115.6,17724.5,39582581.3,,,71.1,465.7,,
PLTR,17653.4,39582115.6,17727.0,39582583.8,,,73.6,468.2,,
ORCL,17653.4,39582115.6,17729.9,39582586.7,,,76.5,471.1,,
XOM,17653.4,39582115.6,17732.7,39582589.5,,,79.3,473.9,,
AMZN,17653.4,39582115.6,17736.0,39582592.8,,,82.6,477.3,,
AAPL,17653.4,39582115.6,17741.6,39582598.4,,,88.2,482.8,,
GOOG,17653.4,39582115.6,17746.2,39582603.0,,,92.8,487.4,,
GOOGL,17756.5,39584726.0,17832.1,39585187.8,,,75.5,461.7,,
PLTR,17756.5,39584726.0,17834.8,39585190.5,,,78.3,464.5,,
ORCL,17756.5,39584726.0,17837.5,39585193.2,17844.7,39585435.9,80.9,467.1,88.2,709.8
XOM,17756.5,39584726.0,17863.1,39585572.5,,,106.6,846.5,,
AMZN,17756.5,39584726.0,17865.6,39585575.1,,,109.1,849.0,,
AAPL,17756.5,39584726.0,17868.4,39585577.9,,,111.9,851.8,,
GOOG,17756.5,39584726.0,17872.1,39585581.6,,,115.6,855.5,,
GOOGL,17885.4,39587699.7,17970.5,39588169.5,,,85.0,469.8,,
PLTR,17885.4,39587699.7,17973.3,39588172.4,,,87.9,472.6,,
XOM,17885.4,39587699.7,17976.4,39588175.4,,,90.9,475.7,,
AMZN,17885.4,39587699.7,17982.5,39588181.6,,,97.1,481.8,,
AAPL,17885.4,39587699.7,17986.4,39588185.5,,,101.0,485.8,,
GOOG,17885.4,39587699.7,17989.3,39588188.4,,,103.9,488.7,,
GOOGL,18001.2,39590319.1,18072.5,39590791.2,,,71.3,472.1,,
PLTR,18001.2,39590319.1,18075.1,39590793.7,,,73.8,474.7,,
XOM,18001.2,39590319.1,18077.9,39590796.5,,,76.6,477.5,,
AMZN,18001.2,39590319.1,18081.0,39590799.7,,,79.8,480.6,,
AAPL,18001.2,39590319.1,18086.9,39590805.6,,,85.7,486.5,,
GOOG,18001.2,39590319.1,18090.2,39590808.8,,,88.9,489.8,,
GOOGL,18102.0,39592935.9,18171.3,39593383.2,,,69.4,447.3,,
PLTR,18102.0,39592935.9,18173.9,39593385.7,,,71.9,449.9,,
XOM,18102.0,39592935.9,18176.6,39593388.5,,,74.7,452.6,,
AMZN,18102.0,39592935.9,18179.8,39593391.7,,,77.8,455.8,,
AAPL,18102.0,39592935.9,18185.1,39593397.0,,,83.1,461.1,,
GOOG,18102.0,39592935.9,18188.6,39593400.4,,,86.6,464.6,,
GOOGL,18199.4,39595527.5,18270.1,39595981.8,,,70.7,454.3,,
PLTR,18199.4,39595527.5,18272.7,39595984.5,,,73.3,456.9,,
XOM,18199.4,39595527.5,18275.6,39595987.4,,,76.2,459.9,,
AMZN,18199.4,39595527.5,18280.5,39595992.3,,,81.1,464.8,,
AAPL,18199.4,39595527.5,18284.4,39595996.1,,,85.0,468.6,,
GOOG,18199.4,39595527.5,18288.4,39596000.2,,,89.0,472.7,,
GOOGL,18299.3,39598125.7,18370.2,39598569.5,,,70.9,443.8,,
PLTR,18299.3,39598125.7,18372.9,39598572.2,,,73.6,446.5,,
XOM,18299.3,39598125.7,18376.7,39598575.9,,,77.3,450.3,,
AMZN,18299.3,39598125.7,18380.7,39598580.0,,,81.4,454.3,,
AAPL,18299.3,39598125.7,18386.4,39598585.7,,,87.1,460.1,,
GOOG,18299.3,39598125.7,18389.7,39598589.0,,,90.3,463.3,,
GOOGL,18399.8,39600707.4,18470.9,39601157.5,,,71.1,450.1,,
PLTR,18399.8,39600707.4,18473.6,39601160.1,,,73.8,452.7,,
XOM,18399.8,39600707.4,18476.4,39601163.0,,,76.6,455.6,,
AMZN,18399.8,39600707.4,18481.3,39601167.9,,,81.5,460.5,,
AAPL,18399.8,39600707.4,18484.9,39601171.5,,,85.2,464.1,,
GOOG,18399.8,39600707.4,18488.1,39601174.7,,,88.4,467.3,,
GOOGL,18499.5,39603296.7,18570.8,39603749.7,,,71.3,453.1,,
PLTR,18499.5,39603296.7,18573.4,39603752.3,,,73.9,455.6,,
XOM,18499.5,39603296.7,18576.7,39603755.6,,,77.2,459.0,,
AMZN,18499.5,39603296.7,18580.6,39603759.5,,,81.1,462.9,,
AAPL,18499.5,39603296.7,18585.7,39603764.6,,,86.2,468.0,,
GOOG,18499.5,39603296.7,18590.2,39603769.1,,,90.7,472.5,,
GOOGL,18601.7,39605896.5,18670.3,39606361.0,,,68.6,464.5,,
PLTR,18601.7,39605896.5,18672.8,39606363.5,,,71.2,467.1,,
XOM,18601.7,39605896.5,18675.7,39606366.4,,,74.0,469.9,,
AMZN,18601.7,39605896.5,18679.0,39606369.9,,,77.3,473.4,,
AAPL,18601.7,39605896.5,18684.4,39606375.4,,,82.8,478.9,,
GOOG,18601.7,39605896.5,18688.0,39606379.0,,,86.4,482.5,,
GOOGL,18700.1,39608518.8,18769.8,39608978.6,,,69.6,459.7,,
PLTR,18700.1,39608518.8,18772.4,39608981.3,,,72.3,462.4,,
XOM,18700.1,39608518.8,18775.4,39608984.2,,,75.3,465.4,,
AMZN,18700.1,39608518.8,18779.9,39608988.7,,,79.8,469.9,,
AAPL,18700.1,39608518.8,18783.9,39608992.8,,,83.8,473.9,,
GOOG,18700.1,39608518.8,18788.6,39608997.5,,,88.5,478.6,,
GOOGL,18799.9,39611115.7,18870.2,39611585.2,,,70.3,469.5,,
PLTR,18799.9,39611115.7,18872.7,39611587.7,,,72.8,472.0,,
XOM,18799.9,39611115.7,18875.5,39611590.5,,,75.6,474.8,,
AMZN,18799.9,39611115.7,18878.8,39611593.9,,,78.9,478.1,,
AAPL,18799.9,39611115.7,18884.2,39611599.2,,,84.3,483.5,,
GOOG,18799.9,39611115.7,18887.5,39611602.5,,,87.6,486.8,,
GOOGL,18898.7,39613732.7,18968.3,39614190.2,,,69.7,457.5,,
PLTR,18898.7,39613732.7,18971.1,39614193.0,,,72.4,460.3,,
XOM,18898.7,39613732.7,18973.8,39614195.7,,,75.2,463.1,,
AMZN,18898.7,39613732.7,18978.3,39614200.2,,,79.6,467.6,,
AAPL,18898.7,39613732.7,18981.8,39614203.7,,,83.1,471.1,,
GOOG,18898.7,39613732.7,18985.4,39614207.3,,,86.7,474.7,,
GOOGL,18997.2,39616329.9,19066.8,39616800.0,,,69.6,470.1,,
PLTR,18997.2,39616329.9,19069.3,39616802.5,,,72.1,472.6,,
XOM,18997.2,39616329.9,19072.1,39616805.3,,,74.8,475.4,,
AMZN,18997.2,39616329.9,19075.7,39616808.9,,,78.5,479.0,,
AAPL,18997.2,39616329.9,19081.0,39616814.3,,,83.8,484.4,,
GOOG,18997.2,39616329.9,19084.4,39616817.7,,,87.2,487.7,,
GOOGL,19095.8,39618936.4,19166.9,39619390.3,,,71.1,453.9,,
PLTR,19095.8,39618936.4,19169.6,39619393.0,,,73.8,456.6,,
XOM,19095.8,39618936.4,19172.3,39619395.7,,,76.5,459.3,,
AMZN,19095.8,39618936.4,19176.2,39619399.6,,,80.4,463.2,,
AAPL,19095.8,39618936.4,19181.3,39619404.8,,,85.5,468.4,,
GOOG,19095.8,39618936.4,19185.1,39619408.7,,,89.3,472.3,,
GOOGL,19195.5,39621534.1,19266.1,39621984.7,,,70.5,450.6,,
PLTR,19195.5,39621534.1,19268.7,39621987.3,,,73.2,453.3,,
XOM,19195.5,39621534.1,19271.6,39621990.3,,,76.1,456.2,,
AMZN,19195.5,39621534.1,19276.9,39621995.5,,,81.3,461.4,,
AAPL,19195.5,39621534.1,19280.9,39621999.6,,,85.4,465.5,,
GOOG,19195.5,39621534.1,19285.4,39622004.2,,,89.9,470.2,,
GOOGL,19296.2,39624123.9,19366.0,39624585.7,,,69.7,461.8,,
PLTR,19296.2,39624123.9,19368.6,39624588.4,,,72.4,464.4,,
XOM,19296.2,39624123.9,19371.5,39624591.3,,,75.3,467.3,,
AMZN,19296.2,39624123.9,19376.1,39624595.9,,,79.9,471.9,,
AAPL,19296.2,39624123.9,19380.6,39624600.4,,,84.3,476.4,,
GOOG,19296.2,39624123.9,19384.6,39624604.4,19389.6,39624723.4,88.3,480.5,93.4,599.5
GOOGL,19418.1,39626974.9,19489.7,39627449.5,,,71.6,474.6,,
PLTR,19418.1,39626974.9,19492.5,39627452.2,,,74.4,477.4,,
XOM,19418.1,39626974.9,19495.3,39627455.1,,,77.2,480.2,,
AMZN,19418.1,39626974.9,19499.5,39627459.3,,,81.4,484.4,,
AAPL,19418.1,39626974.9,19503.4,39627463.2,,,85.3,488.3,,
GOOGL,19513.7,39629583.7,19587.8,39630056.4,,,74.1,472.6,,
PLTR,19513.7,39629583.7,19590.5,39630059.0,,,76.8,475.3,,
XOM,19513.7,39629583.7,19594.0,39630062.6,,,80.3,478.8,,
AMZN,19513.7,39629583.7,19597.8,39630066.3,,,84.0,482.6,,
AAPL,19513.7,39629583.7,19603.4,39630071.9,,,89.7,488.2,,
GOOGL,19615.3,39632195.9,19684.9,39632654.7,,,69.5,458.8,,
PLTR,19615.3,39632195.9,19687.5,39632657.3,,,72.2,461.5,,
XOM,19615.3,39632195.9,19690.9,39632660.7,,,75.5,464.8,,
AMZN,19615.3,39632195.9,19694.7,39632664.6,,,79.4,468.7,,
AAPL,19615.3,39632195.9,19700.2,39632670.1,,,84.9,474.2,,
GOOGL,19712.2,39634795.5,19781.5,39635245.6,,,69.4,450.1,,
PLTR,19712.2,39634795.5,19784.2,39635248.2,,,72.1,452.7,,
XOM,19712.2,39634795.5,19787.1,39635251.2,,,74.9,455.7,,
AMZN,19712.2,39634795.5,19792.2,39635256.4,,,80.1,460.9,,
AAPL,19712.2,39634795.5,19796.6,39635260.8,,,84.5,465.3,,
GOOGL,19807.5,39637384.6,19878.9,39637833.6,,,71.4,449.0,,
PLTR,19807.5,39637384.6,19881.6,39637836.4,,,74.1,451.8,,
XOM,19807.5,39637384.6,19884.4,39637839.2,,,77.0,454.6,,
AMZN,19807.5,39637384.6,19889.7,39637844.5,,,82.3,459.9,,
AAPL,19807.5,39637384.6,19894.1,39637848.9,,,86.6,464.3,,
GOOGL,19904.0,39639972.2,20018.5,39640471.1,,,114.5,498.9,,
PLTR,19904.0,39639972.2,20021.1,39640473.8,,,117.1,501.5,,
XOM,19904.0,39639972.2,20023.9,39640476.5,,,119.9,504.3,,
AMZN,19904.0,39639972.2,20027.1,39640479.8,,,123.1,507.6,,
AAPL,19904.0,39639972.2,20030.5,39640483.2,,,126.5,511.0,,
GOOGL,20040.6,39642611.3,20111.3,39643054.9,,,70.7,443.6,,
PLTR,20040.6,39642611.3,20113.9,39643057.5,,,73.3,446.2,,
XOM,20040.6,39642611.3,20116.6,39643060.2,,,76.0,448.9,,
AMZN,20040.6,39642611.3,20120.3,39643063.9,,,79.7,452.6,,
AAPL,20040.6,39642611.3,20125.3,39643068.9,,,84.7,457.6,,
GOOGL,20132.1,39645182.8,20199.3,39645638.0,,,67.2,455.3,,
PLTR,20132.1,39645182.8,20201.8,39645640.6,,,69.7,457.8,,
XOM,20132.1,39645182.8,20204.6,39645643.3,,,72.5,460.6,,
AMZN,20132.1,39645182.8,20208.3,39645647.1,,,76.2,464.4,,
AAPL,20132.1,39645182.8,20213.3,39645652.1,,,81.2,469.3,,
GOOGL,20224.9,39647773.0,20294.5,39648224.0,,,69.6,450.9,,
PLTR,20224.9,39647773.0,20297.1,39648226.5,,,72.2,453.5,,
XOM,20224.9,39647773.0,20299.9,39648229.4,,,75.0,456.3,,
AMZN,20224.9,39647773.0,20303.2,39648232.6,,,78.3,459.6,,
AAPL,20224.9,39647773.0,20309.0,39648238.5,,,84.2,465.5,,
GOOGL,20320.6,39650353.3,20390.4,39650808.8,,,69.8,455.5,,
PLTR,20320.6,39650353.3,20392.9,39650811.2,,,72.2,458.0,,
XOM,20320.6,39650353.3,20395.7,39650814.1,,,75.1,460.8,,
AMZN,20320.6,39650353.3,20399.2,39650817.6,,,78.6,464.3,,
AAPL,20320.6,39650353.3,20404.8,39650823.2,,,84.2,469.9,,
GOOGL,20415.8,39652943.4,20486.0,39653397.4,,,70.2,454.0,,
PLTR,20415.8,39652943.4,20488.7,39653400.1,,,72.9,456.7,,
XOM,20415.8,39652943.4,20491.5,39653402.9,,,75.7,459.5,,
AMZN,20415.8,39652943.4,20495.4,39653406.8,,,79.6,463.4,,
AAPL,20415.8,39652943.4,20500.0,39653411.4,,,84.2,468.0,,
GOOGL,20511.1,39655533.5,20581.2,39655987.2,,,70.1,453.7,,
PLTR,20511.1,39655533.5,20583.8,39655989.8,20589.9,39656225.5,72.7,456.3,78.8,692.0
XOM,20511.1,39655533.5,20610.1,39656351.3,,,99.0,817.8,,
AMZN,20511.1,39655533.5,20612.7,39656353.9,,,101.6,820.4,,
AAPL,20511.1,39655533.5,20615.3,39656356.5,,,104.2,823.0,,
AMZN,20626.1,39658472.8,20695.6,39658934.7,20701.7,39659171.8,69.5,461.9,75.6,699.0
AAPL,20626.1,39658472.8,20721.2,39659304.7,20727.3,39659543.1,95.1,831.9,101.3,1070.3
GOOGL,20626.1,39658472.8,20747.9,39659683.4,,,121.8,1210.7,,
XOM,20626.1,39658472.8,20750.4,39659685.9,20757.0,39659919.1,124.3,1213.2,130.9,1446.3
GOOGL,20782.1,39662156.2,20851.8,39662618.0,20857.8,39662854.8,69.6,461.8,75.7,698.6
